artifact_index,artifact,artifact_id,admission_state,reason,candidate_rows,win_cells,loss_cells,tie_cells,team_points_cells,playoff_cells,receipt_run_id,source_run_id
,research-mfl-classification-roster-bridge-shard-194-31663728938,,explicitly_excluded_no_candidate,cache restore failure before recovery,0,0,0,0,0,0,31682677203,31663728938
,research-mfl-classification-roster-bridge-shard-195-31663728938,,explicitly_excluded_no_candidate,cache restore failure before recovery,0,0,0,0,0,0,31682677203,31663728938
89,research-mfl-classification-roster-bridge-shard-196-31663728938,9169351387,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,996,996,996,996,996,996,31682677203,31663728938
90,research-mfl-classification-roster-bridge-shard-197-31663728938,9169361481,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1646,1646,1646,1646,1646,1646,31682677203,31663728938
91,research-mfl-classification-roster-bridge-shard-198-31663728938,9169354519,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,334,334,334,334,334,334,31682677203,31663728938
92,research-mfl-classification-roster-bridge-shard-199-31663728938,9169383695,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1066,1066,1066,1066,1066,1066,31682677203,31663728938
93,research-mfl-classification-roster-bridge-shard-2-31663728938,9167198306,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1467,1454,1454,1454,1467,1454,31682677203,31663728938
94,research-mfl-classification-roster-bridge-shard-200-31663728938,9169424025,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1824,1824,1824,1824,1824,1824,31682677203,31663728938
95,research-mfl-classification-roster-bridge-shard-201-31663728938,9169456370,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2451,2451,2451,2451,2451,2451,31682677203,31663728938
96,research-mfl-classification-roster-bridge-shard-202-31663728938,9169442568,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,774,774,774,774,774,774,31682677203,31663728938
97,research-mfl-classification-roster-bridge-shard-203-31663728938,9169451924,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,629,629,629,629,629,629,31682677203,31663728938
98,research-mfl-classification-roster-bridge-shard-204-31663728938,9169474100,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1448,1448,1448,1448,1448,1448,31682677203,31663728938
99,research-mfl-classification-roster-bridge-shard-205-31663728938,9169499636,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,395,382,382,382,395,382,31682677203,31663728938
100,research-mfl-classification-roster-bridge-shard-206-31663728938,9169529973,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,911,911,911,911,911,911,31682677203,31663728938
101,research-mfl-classification-roster-bridge-shard-207-31663728938,9169527899,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,834,834,834,834,834,834,31682677203,31663728938
102,research-mfl-classification-roster-bridge-shard-208-31663728938,9169630571,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1533,1533,1533,1533,1533,1533,31682677203,31663728938
103,research-mfl-classification-roster-bridge-shard-209-31663728938,9169670036,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1600,1600,1600,1600,1600,1600,31682677203,31663728938
104,research-mfl-classification-roster-bridge-shard-210-31663728938,9169671949,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1053,1053,1053,1053,1053,1053,31682677203,31663728938
105,research-mfl-classification-roster-bridge-shard-211-31663728938,9169701846,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1942,1942,1942,1942,1942,1942,31682677203,31663728938
106,research-mfl-classification-roster-bridge-shard-212-31663728938,9169708740,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,473,473,473,473,473,473,31682677203,31663728938
107,research-mfl-classification-roster-bridge-shard-213-31663728938,9169747053,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,685,685,685,685,685,685,31682677203,31663728938
108,research-mfl-classification-roster-bridge-shard-214-31663728938,9169734869,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,760,760,760,760,760,760,31682677203,31663728938
109,research-mfl-classification-roster-bridge-shard-215-31663728938,9169728872,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1314,1314,1314,1314,1314,1314,31682677203,31663728938
110,research-mfl-classification-roster-bridge-shard-216-31663728938,9169776689,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1158,1145,1145,1145,1158,1145,31682677203,31663728938
111,research-mfl-classification-roster-bridge-shard-217-31663728938,9169766016,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,594,594,594,594,594,594,31682677203,31663728938
112,research-mfl-classification-roster-bridge-shard-218-31663728938,9169784803,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1057,1057,1057,1057,1057,1057,31682677203,31663728938
113,research-mfl-classification-roster-bridge-shard-219-31663728938,9169814192,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1192,1192,1192,1192,1192,1192,31682677203,31663728938
114,research-mfl-classification-roster-bridge-shard-220-31663728938,9169826775,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1324,1324,1324,1324,1324,1324,31682677203,31663728938
115,research-mfl-classification-roster-bridge-shard-221-31663728938,9169840438,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1066,1052,1052,1052,1066,1052,31682677203,31663728938
116,research-mfl-classification-roster-bridge-shard-222-31663728938,9169819542,admitted_no_promotable_delta,bridge artifact admitted but emitted no candidate row after exact cache comparison,0,0,0,0,0,0,31682677203,31663728938
117,research-mfl-classification-roster-bridge-shard-223-31663728938,9169875892,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1937,1937,1937,1937,1937,1937,31682677203,31663728938
118,research-mfl-classification-roster-bridge-shard-224-31663728938,9169851979,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,448,448,448,448,448,448,31682677203,31663728938
119,research-mfl-classification-roster-bridge-shard-225-31663728938,9169911340,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1129,1129,1129,1129,1129,1129,31682677203,31663728938
120,research-mfl-classification-roster-bridge-shard-226-31663728938,9169878531,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,368,368,368,368,368,368,31682677203,31663728938
121,research-mfl-classification-roster-bridge-shard-227-31663728938,9169909192,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1377,1377,1377,1377,1377,1377,31682677203,31663728938
122,research-mfl-classification-roster-bridge-shard-228-31663728938,9169906248,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2687,2687,2687,2687,2652,2687,31682677203,31663728938
123,research-mfl-classification-roster-bridge-shard-229-31663728938,9169936306,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1650,1650,1650,1650,1650,1650,31682677203,31663728938
124,research-mfl-classification-roster-bridge-shard-23-31663728938,9167328177,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1174,1174,1174,1174,1174,1174,31682677203,31663728938
125,research-mfl-classification-roster-bridge-shard-230-31663728938,9169944580,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2699,2699,2699,2699,2699,2699,31682677203,31663728938
126,research-mfl-classification-roster-bridge-shard-231-31663728938,9169967906,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,693,693,693,693,693,693,31682677203,31663728938
127,research-mfl-classification-roster-bridge-shard-232-31663728938,9170043199,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,649,649,649,649,649,649,31682677203,31663728938
128,research-mfl-classification-roster-bridge-shard-233-31663728938,9170023752,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1179,1179,1179,1179,1152,1179,31682677203,31663728938
129,research-mfl-classification-roster-bridge-shard-234-31663728938,9170072224,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1239,1239,1239,1239,1239,1239,31682677203,31663728938
130,research-mfl-classification-roster-bridge-shard-235-31663728938,9170062378,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1287,1287,1287,1287,1287,1287,31682677203,31663728938
131,research-mfl-classification-roster-bridge-shard-236-31663728938,9170083072,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,760,760,760,760,760,760,31682677203,31663728938
132,research-mfl-classification-roster-bridge-shard-237-31663728938,9170117819,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2896,2861,2861,2896,2861,2896,31682677203,31663728938
133,research-mfl-classification-roster-bridge-shard-238-31663728938,9170130356,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,321,321,321,321,321,321,31682677203,31663728938
134,research-mfl-classification-roster-bridge-shard-239-31663728938,9170198206,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1736,1736,1736,1736,1736,1736,31682677203,31663728938
135,research-mfl-classification-roster-bridge-shard-240-31663728938,9170178753,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1054,1054,1054,1054,1054,1054,31682677203,31663728938
136,research-mfl-classification-roster-bridge-shard-241-31663728938,9170245545,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,910,910,910,910,910,910,31682677203,31663728938
137,research-mfl-classification-roster-bridge-shard-242-31663728938,9170197156,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1737,1737,1737,1737,1737,1737,31682677203,31663728938
138,research-mfl-classification-roster-bridge-shard-243-31663728938,9170230906,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,556,556,556,556,556,556,31682677203,31663728938
139,research-mfl-classification-roster-bridge-shard-244-31663728938,9170271870,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1100,1100,1100,1100,1100,1100,31682677203,31663728938
140,research-mfl-classification-roster-bridge-shard-245-31663728938,9170273103,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,925,925,925,925,925,925,31682677203,31663728938
141,research-mfl-classification-roster-bridge-shard-246-31663728938,9170291951,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,849,849,849,849,849,849,31682677203,31663728938
142,research-mfl-classification-roster-bridge-shard-247-31663728938,9170299830,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1176,1176,1176,1176,1176,1176,31682677203,31663728938
143,research-mfl-classification-roster-bridge-shard-248-31663728938,9170316267,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1407,1407,1407,1407,1407,1407,31682677203,31663728938
144,research-mfl-classification-roster-bridge-shard-249-31663728938,9170320177,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1083,1083,1083,1083,1083,1083,31682677203,31663728938
145,research-mfl-classification-roster-bridge-shard-250-31663728938,9170337891,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2954,2954,2954,2954,2954,2954,31682677203,31663728938
146,research-mfl-classification-roster-bridge-shard-251-31663728938,9170348802,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1834,1834,1834,1834,1834,1834,31682677203,31663728938
147,research-mfl-classification-roster-bridge-shard-252-31663728938,9170368825,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2544,2544,2544,2544,2544,2544,31682677203,31663728938
148,research-mfl-classification-roster-bridge-shard-253-31663728938,9170410561,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,638,638,638,638,638,638,31682677203,31663728938
149,research-mfl-classification-roster-bridge-shard-254-31663728938,9170363064,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2362,2362,2362,2362,2362,2362,31682677203,31663728938
150,research-mfl-classification-roster-bridge-shard-255-31663728938,9170414706,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,890,877,877,877,890,877,31682677203,31663728938
151,research-mfl-classification-roster-bridge-shard-29-31663728938,9167187536,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1143,1143,1143,1143,1143,1143,31682677203,31663728938
152,research-mfl-classification-roster-bridge-shard-30-31663728938,9167186770,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1094,1094,1094,1094,1094,1094,31682677203,31663728938
,research-mfl-classification-roster-bridge-shard-32-31663728938,,explicitly_excluded_no_candidate,cancelled before recovery output,0,0,0,0,0,0,31682677203,31663728938
153,research-mfl-classification-roster-bridge-shard-33-31663728938,9167260165,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,491,491,491,491,491,491,31682677203,31663728938
154,research-mfl-classification-roster-bridge-shard-34-31663728938,9167330857,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,355,355,355,355,355,355,31682677203,31663728938
155,research-mfl-classification-roster-bridge-shard-35-31663728938,9167309315,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1046,1046,1046,1046,1046,1046,31682677203,31663728938
156,research-mfl-classification-roster-bridge-shard-36-31663728938,9167330887,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1062,1062,1062,1062,1062,1062,31682677203,31663728938
157,research-mfl-classification-roster-bridge-shard-37-31663728938,9167283631,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2117,2117,2117,2117,2117,2117,31682677203,31663728938
158,research-mfl-classification-roster-bridge-shard-38-31663728938,9167244428,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,693,693,693,693,693,693,31682677203,31663728938
159,research-mfl-classification-roster-bridge-shard-39-31663728938,9167244090,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1087,1087,1087,1087,1087,1087,31682677203,31663728938
160,research-mfl-classification-roster-bridge-shard-40-31663728938,9167382756,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,351,351,351,351,351,351,31682677203,31663728938
161,research-mfl-classification-roster-bridge-shard-41-31663728938,9167380989,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,586,586,586,586,586,586,31682677203,31663728938
162,research-mfl-classification-roster-bridge-shard-42-31663728938,9167400817,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,321,321,321,321,321,321,31682677203,31663728938
163,research-mfl-classification-roster-bridge-shard-43-31663728938,9167407811,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,472,472,472,472,472,472,31682677203,31663728938
164,research-mfl-classification-roster-bridge-shard-44-31663728938,9167423296,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,235,235,235,235,235,235,31682677203,31663728938
165,research-mfl-classification-roster-bridge-shard-45-31663728938,9167439276,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2162,2162,2162,2162,2162,2162,31682677203,31663728938
166,research-mfl-classification-roster-bridge-shard-46-31663728938,9167432015,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1009,1009,1009,1009,1009,1009,31682677203,31663728938
167,research-mfl-classification-roster-bridge-shard-47-31663728938,9167484773,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1941,1941,1941,1941,1941,1941,31682677203,31663728938
168,research-mfl-classification-roster-bridge-shard-48-31663728938,9167455553,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,719,719,719,719,719,719,31682677203,31663728938
169,research-mfl-classification-roster-bridge-shard-49-31663728938,9167496730,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1932,1932,1932,1932,1932,1932,31682677203,31663728938
170,research-mfl-classification-roster-bridge-shard-50-31663728938,9167492202,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1771,1771,1771,1771,1771,1771,31682677203,31663728938
171,research-mfl-classification-roster-bridge-shard-51-31663728938,9167509862,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,969,969,969,969,969,969,31682677203,31663728938
172,research-mfl-classification-roster-bridge-shard-52-31663728938,9167527400,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,2204,2204,2204,2204,2169,2204,31682677203,31663728938
173,research-mfl-classification-roster-bridge-shard-53-31663728938,9167515169,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1967,1967,1967,1967,1967,1967,31682677203,31663728938
174,research-mfl-classification-roster-bridge-shard-54-31663728938,9167520324,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1750,1750,1750,1750,1750,1750,31682677203,31663728938
175,research-mfl-classification-roster-bridge-shard-55-31663728938,9167529964,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1374,1374,1374,1374,1374,1374,31682677203,31663728938
176,research-mfl-classification-roster-bridge-shard-56-31663728938,9167538113,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1101,1101,1101,1101,1101,1101,31682677203,31663728938
177,research-mfl-classification-roster-bridge-shard-57-31663728938,9167542014,included_in_verified_cache_batch,source-backed candidate rows merged into receipt 31682677203,1214,1214,1214,1214,1214,1214,31682677203,31663728938
